co_owned,southj,centralj,pa1,pa2,wage_st,hrsopen,wage_st2,hrsopen2,emptot,emptot2,nj,pa,bk,kfc,roys,wendys,pmeal,pmeal2,closed
0,1,0,0,0,4.25,15,5.050000190734863,15,23.5,26.5,1,0,1,0,0,0,2.8399999141693115,2.859999895095825,0
1,0,1,0,0,4.25,17,5.050000190734863,17,23,19,1,0,1,0,0,0,3.059999942779541,3.2100000381469727,0
1,0,1,0,0,4.25,15,5.050000190734863,15,17,20,1,0,1,0,0,0,3.069999933242798,3.1700000762939453,0
1,0,0,0,0,4.25,16,5.050000190734863,16,20.5,22.5,1,0,1,0,0,0,NA,3.2100000381469727,0
0,0,1,0,0,4.25,10,5.050000190734863,10,23.5,10,1,0,0,1,0,0,4.420000076293945,4.329999923706055,0
0,0,0,0,0,4.25,10,5.050000190734863,10.5,9.5,12.5,1,0,0,1,0,0,4.730000019073486,4.579999923706055,0
0,0,1,0,0,4.25,10,5.050000190734863,10,10,11,1,0,0,1,0,0,4.329999923706055,4.389999866485596,0
0,0,1,0,0,4.25,10,5.050000190734863,10,14,12.5,1,0,0,1,0,0,4.420000076293945,4.480000019073486,0
1,0,1,0,0,4.75,24,5.050000190734863,24,85,59,1,0,0,0,1,0,NA,4.710000038146973,0
0,0,1,0,0,4.75,15,5.050000190734863,15,15,19,1,0,0,0,1,0,3.440000057220459,3.299999952316284,0
0,1,0,0,0,4.400000095367432,16,5.050000190734863,15,21.5,15.5,1,0,0,0,1,0,3.0399999618530273,3.130000114440918,0
0,0,1,0,0,4.619999885559082,11.5,5.050000190734863,12.5,53,19,1,0,0,0,0,1,2.7300000190734863,2.7799999713897705,0
0,0,0,0,0,4.25,16.5,5.050000190734863,16.5,24,26.5,1,0,1,0,0,0,2.990000009536743,3.1999998092651367,0
0,0,0,0,0,4.25,16,5.050000190734863,16,20.5,17.5,1,0,1,0,0,0,2.9600000381469727,2.9499998092651367,0
1,0,0,0,0,4.25,14.5,5.050000190734863,14,14.5,20.5,1,0,1,0,0,0,3.069999933242798,NA,0
0,0,0,0,0,4.25,17,5.050000190734863,17,25,28,1,0,1,0,0,0,3.3399999141693115,3.440000057220459,0
0,0,0,0,0,4.25,16,5.050000190734863,16,27,30.25,1,0,0,0,1,0,3.239999771118164,3.319999933242798,0
0,0,1,0,0,4.75,16,5.25,16.5,22.5,44,1,0,1,0,0,0,2.9700000286102295,2.990000009536743,0
0,0,1,0,0,4.75,17,5.050000190734863,17,36.5,17.5,1,0,1,0,0,0,3.069999933242798,3.009999990463257,0
0,0,1,0,0,4.25,13,5.050000190734863,13,17.25,31,1,0,1,0,0,0,3.619999885559082,3.549999952316284,0
0,0,0,0,0,4.25,15,5.050000190734863,15,21.5,31,1,0,1,0,0,0,3.0199999809265137,2.990000009536743,0
0,0,0,0,0,4.75,16.5,5.050000190734863,17.5,24.5,28.5,1,0,1,0,0,0,2.9200000762939453,2.8899998664855957,0
1,0,1,0,0,4.5,16,5.050000190734863,16,19,19,1,0,1,0,0,0,3.1500000953674316,3.1499998569488525,0
0,0,0,0,0,4.25,12.5,5.050000190734863,12.5,25,41,1,0,1,0,0,0,NA,3.240000009536743,0
0,0,1,0,0,4.25,15,5.050000190734863,15,16,28,1,0,1,0,0,0,3.009999990463257,3.2200000286102295,0
0,0,1,0,0,4.5,12.5,5.050000190734863,12,19,9.5,1,0,0,1,0,0,4.099999904632568,4.510000228881836,0
1,0,1,0,0,4.5,18,5.050000190734863,16,22.75,25,1,0,0,0,1,0,3.190000057220459,3.2199997901916504,0
1,0,1,0,0,4.5,24,5.5,14,35,28,1,0,0,0,1,0,4.639999866485596,NA,0
1,0,1,0,0,4.75,17,5.050000190734863,15,16,16,1,0,0,0,1,0,3.25,4.279999732971191,0
0,0,1,0,0,4.619999885559082,16,5.050000190734863,16,21,22.75,1,0,0,0,1,0,NA,3.109999895095825,0
1,0,1,0,0,4.25,17,NA,16,26.75,NA,1,0,0,0,1,0,3.2899999618530273,NA,0
1,0,0,0,0,4.25,16,5.050000190734863,15,30.5,32,1,0,0,0,1,0,3.1999998092651367,3.2699999809265137,0
0,0,1,0,0,4.5,11.5,5.670000076293945,11.5,23,27.5,1,0,0,0,0,1,2.8299999237060547,2.990000009536743,0
0,0,1,0,0,4.75,12.5,5.050000190734863,12.5,21.5,25.5,1,0,0,0,0,1,2.990000009536743,3.2300000190734863,0
0,0,0,0,0,4.25,11.5,5.050000190734863,11.5,36.5,60.5,1,0,0,0,0,1,3.069999933242798,3.1599998474121094,0
0,0,0,0,0,4.800000190734863,16,5.050000190734863,16,23,20.5,1,0,1,0,0,0,3.119999885559082,3.0899999141693115,0
0,0,0,0,0,4.5,16,5.050000190734863,16,14,16,1,0,1,0,0,0,2.9600000381469727,2.929999828338623,0
0,0,0,0,0,4.670000076293945,16,5.75,15,17.25,25,1,0,1,0,0,0,3.009999990463257,2.869999885559082,0
0,0,0,0,0,4.869999885559082,15,5.050000190734863,15,18.5,13,1,0,1,0,0,0,3.0299999713897705,2.9000000953674316,0
0,0,0,0,0,4.5,10,5.050000190734863,11.5,8.5,9,1,0,0,1,0,0,3.9600000381469727,4.380000114440918,0
0,0,0,0,0,4.5,10.5,5.25,11.5,14,16.5,1,0,0,1,0,0,4.170000076293945,4.279999732971191,0
1,0,0,0,0,4.75,16.5,5.050000190734863,15.5,23,21,1,0,0,0,1,0,3.1999998092651367,3.1700000762939453,0
0,0,0,0,0,4.75,11.5,5.050000190734863,12.5,29,21.5,1,0,0,0,0,1,2.859999895095825,3.2100000381469727,0
0,0,0,0,0,4.25,15,5.25,16,19,20,1,0,1,0,0,0,2.9600000381469727,3.200000047683716,0
1,0,0,0,0,4.25,16,5.050000190734863,16,21,21.25,1,0,1,0,0,0,3.0799999237060547,3.25,0
0,0,0,0,0,4.75,12.5,5.050000190734863,13,17,21.5,1,0,1,0,0,0,3.1999998092651367,3.1700000762939453,0
0,0,0,0,0,4.849999904632568,17.5,5.050000190734863,18,36,31,1,0,1,0,0,0,2.990000009536743,3.0299999713897705,0
0,0,0,0,0,4.75,16,5.050000190734863,16,25,33,1,0,1,0,0,0,3.0399999618530273,2.929999828338623,0
0,0,0,0,0,4.619999885559082,16,5.050000190734863,16,29.5,37.75,1,0,1,0,0,0,NA,NA,0
1,0,0,0,0,4.25,10,5.050000190734863,10.5,22,9,1,0,0,1,0,0,4.099999904632568,4.590000152587891,0
0,0,0,0,0,4.25,10.5,5.050000190734863,11,11,11,1,0,0,1,0,0,4.159999847412109,4.269999980926514,0
0,0,0,0,0,4.5,11,5.050000190734863,12,13.5,12.75,1,0,0,1,0,0,4.730000019073486,4.949999809265137,0
0,1,0,0,0,4.5,11,5.050000190734863,10,13.5,10.5,1,0,0,1,0,0,4.730000019073486,4.779999732971191,0
0,0,0,0,0,4.619999885559082,11,5.050000190734863,10.5,18,22,1,0,0,1,0,0,4.730000019073486,4.800000190734863,0
0,0,1,0,0,4.5,10.5,5.050000190734863,10.5,9.5,8,1,0,0,1,0,0,4.730000019073486,4.800000190734863,0
0,0,0,0,0,4.75,16,5.050000190734863,16,24,25,1,0,0,0,1,0,3.0899999141693115,3.179999828338623,0
0,0,0,0,0,4.75,15,5.050000190734863,15,14.5,12.5,1,0,0,0,1,0,3.309999942779541,3.2199997901916504,0
0,0,0,0,0,4.869999885559082,12,5.25,12.5,29,22.5,1,0,0,0,0,1,2.819999933242798,3.1499998569488525,0
0,0,0,0,0,4.5,11,5.050000190734863,13,10.5,11.5,1,0,0,0,0,1,2.7899999618530273,3.1700000762939453,0
0,0,0,0,0,4.25,11.5,5.050000190734863,12.5,18,23.5,1,0,0,0,0,1,2.9699997901916504,3.8899998664855957,0
0,0,0,0,0,4.25,16,5.050000190734863,16,NA,30,1,0,1,0,0,0,2.9600000381469727,2.929999828338623,0
0,0,0,0,0,4.349999904632568,10,5.050000190734863,10.5,9,16.5,1,0,0,1,0,0,3.990000009536743,4.260000228881836,0
0,0,0,0,0,4.25,18,5.050000190734863,17.5,33,29,1,0,1,0,0,0,2.950000047683716,2.9700000286102295,0
0,0,0,0,0,4.5,17,5.050000190734863,17,19.5,30,1,0,1,0,0,0,3.0299999713897705,2.9499998092651367,0
0,0,0,0,0,4.25,19,5.050000190734863,19,41,22.5,1,0,1,0,0,0,2.75,2.740000009536743,0
0,0,0,0,0,4.25,17,5.050000190734863,17,17,24,1,0,1,0,0,0,2.9600000381469727,2.9499998092651367,0
0,0,0,0,0,4.25,17.5,5.050000190734863,17.5,18.25,21.75,1,0,1,0,0,0,3.119999885559082,3.0899999141693115,0
1,0,0,0,0,4.75,12,5.199999809265137,12,17,13.5,1,0,0,1,0,0,4.25,4.210000038146973,0
1,0,0,0,0,4.619999885559082,17,5.050000190734863,14,32,24,1,0,0,0,1,0,2.9800000190734863,3.169999837875366,0
1,0,0,0,0,4.25,18,5.050000190734863,16,26,28.5,1,0,0,0,1,0,3.069999933242798,3.2199997901916504,0
1,0,0,0,0,4.5,11.5,5.050000190734863,11,11.5,10,1,0,0,0,0,1,2.9600000381469727,NA,0
0,1,0,0,0,4.5,15,5.050000190734863,15,21,23.5,1,0,1,0,0,0,2.9200000762939453,NA,0
0,1,0,0,0,4.5,16,5.050000190734863,16,22.75,30.5,1,0,1,0,0,0,2.7799999713897705,2.879999876022339,0
1,1,0,0,0,4.550000190734863,17.5,5.050000190734863,17.5,18.5,24.75,1,0,1,0,0,0,2.819999933242798,2.929999828338623,0
0,1,0,0,0,4.619999885559082,16,5.050000190734863,16.25,20,22.5,1,0,1,0,0,0,2.819999933242798,2.929999828338623,0
0,1,0,0,0,4.5,16,5.050000190734863,16,18,28,1,0,1,0,0,0,2.859999895095825,2.700000047683716,0
0,1,0,0,0,4.25,10.5,5.050000190734863,10.5,10.5,14,1,0,0,1,0,0,4.779999732971191,4.739999771118164,0
1,1,0,0,0,4.25,10,5.050000190734863,10.5,10.5,9,1,0,0,1,0,0,3.880000114440918,3.990000009536743,0
1,1,0,0,0,4.349999904632568,10,5.050000190734863,11,11,9.5,1,0,0,1,0,0,3.929999828338623,3.870000123977661,0
1,1,0,0,0,4.25,10,5.050000190734863,10.5,10.5,15.5,1,0,0,1,0,0,3.990000009536743,4.199999809265137,0
0,1,0,0,0,4.25,10,5.050000190734863,10,12.5,12,1,0,0,1,0,0,4.779999732971191,4.739999771118164,0
0,1,0,0,0,4.599999904632568,11,5.050000190734863,11,18,11.5,1,0,0,1,0,0,4.529999732971191,4.519999980926514,0
1,1,0,0,0,4.25,12.5,5.050000190734863,11.5,17,12.5,1,0,0,0,1,0,3.0299999713897705,2.9099998474121094,0
1,1,0,0,0,4.75,16,5.050000190734863,15,15,16,1,0,0,0,1,0,NA,2.9600000381469727,0
1,1,0,0,0,4.75,17,5.050000190734863,17,19.5,28.5,1,0,0,0,1,0,2.880000114440918,2.9600000381469727,0
0,1,0,0,0,4.25,11.5,5.300000190734863,10.5,13,15,1,0,0,0,0,1,2.609999895095825,2.7899999618530273,0
0,1,0,0,0,4.5,12.5,5.050000190734863,12.5,20.25,23.5,1,0,0,0,0,1,2.759999990463257,2.7300000190734863,0
0,0,0,0,0,4.5,13.5,5.5,13.5,26,30.5,1,0,1,0,0,0,2.9600000381469727,2.8899998664855957,0
0,0,0,0,0,4.25,17,5.050000190734863,17,15.5,26.5,1,0,1,0,0,0,2.9200000762939453,2.929999828338623,0
0,0,0,0,0,4.75,16,5.050000190734863,15,24,27,1,0,1,0,0,0,2.9600000381469727,2.9499998092651367,0
0,0,0,0,0,4.650000095367432,16,5.050000190734863,16,25.5,21.5,1,0,1,0,0,0,3.069999933242798,2.929999828338623,0
0,0,0,0,0,4.25,16,5.050000190734863,15,14.5,NA,1,0,1,0,0,0,3.009999990463257,3.25,0
0,0,0,0,0,4.25,16,5.050000190734863,15.5,21.5,21.5,1,0,1,0,0,0,3.069999933242798,2.880000114440918,0
1,0,0,0,0,4.75,12,5.050000190734863,12,14,37.5,1,0,0,1,0,0,4.420000076293945,4.420000076293945,0
0,0,0,0,0,4.25,13.5,5.050000190734863,12.5,20,11.5,1,0,0,1,0,0,4.739999771118164,4.210000038146973,0
1,0,0,0,0,4.5,16.5,5.050000190734863,15.5,22.5,21,1,0,0,0,1,0,2.8299999237060547,3.2199997901916504,0
1,0,0,0,0,4.25,18,5.050000190734863,17,30,28,1,0,0,0,1,0,3.309999942779541,3.2799999713897705,0
0,0,0,0,0,4.5,15.5,5.050000190734863,15.5,24,24,1,0,0,0,0,1,3.169999837875366,4.269999980926514,0
0,0,0,0,0,4.75,16,5.050000190734863,16,22,23,1,0,0,0,0,1,2.9700000286102295,4.349999904632568,0
0,1,0,0,0,4.369999885559082,15,5.050000190734863,15,13,19,1,0,1,0,0,0,3.1399998664855957,2.9600000381469727,0
1,1,0,0,0,4.5,10,5.050000190734863,10,5,7,1,0,0,1,0,0,NA,4.300000190734863,0
1,1,0,0,0,4.869999885559082,13,5.050000190734863,16,13.5,14,1,0,0,0,1,0,4.590000152587891,4.619999885559082,0
0,1,0,0,0,4.25,16,NA,NA,28,NA,1,0,1,0,0,0,2.809999942779541,NA,0
0,1,0,0,0,4.25,16,5.050000190734863,18,18,32,1,0,1,0,0,0,2.879999876022339,2.8600001335144043,0
1,1,0,0,0,4.25,16,5.050000190734863,16,24,22,1,0,1,0,0,0,2.869999885559082,2.9600000381469727,0
0,1,0,0,0,4.25,16.5,5.050000190734863,17.5,16.5,14.25,1,0,1,0,0,0,3.069999933242798,2.9700000286102295,0
0,1,0,0,0,4.25,15,5.050000190734863,16,7,16.5,1,0,1,0,0,0,2.809999942779541,3.0999999046325684,0
0,1,0,0,0,4.25,16,NA,NA,11,0,1,0,1,0,0,0,2.8399999141693115,NA,1
0,1,0,0,0,4.25,16,5.050000190734863,16,19.5,47.5,1,0,1,0,0,0,2.5,2.8399999141693115,0
1,1,0,0,0,4.449999809265137,10,5.050000190734863,11,10,15.5,1,0,0,1,0,0,3.1399998664855957,3.990000009536743,0
1,1,0,0,0,4.619999885559082,10,5.050000190734863,10,13,10.5,1,0,0,1,0,0,4.029999732971191,4.009999752044678,0
1,1,0,0,0,4.25,11,5.050000190734863,10.5,10,7,1,0,0,1,0,0,4.079999923706055,3.990000009536743,0
1,1,0,0,0,4.25,10,5.050000190734863,10,12.5,11,1,0,0,1,0,0,4.139999866485596,3.990000009536743,0
1,1,0,0,0,4.25,10,5.050000190734863,11,8,8.5,1,0,0,1,0,0,3.880000114440918,4,0
1,1,0,0,0,4.25,16,NA,NA,12,0,1,0,0,0,1,0,2.759999990463257,NA,1
1,1,0,0,0,4.5,16,5.050000190734863,16,20.5,15,1,0,0,0,1,0,2.8400001525878906,2.9600000381469727,0
1,1,0,0,0,4.75,16,5.050000190734863,16,18.5,13.5,1,0,0,0,1,0,2.7300000190734863,3.0299999713897705,0
1,1,0,0,0,4.75,11.5,5.050000190734863,11.5,11.5,12.5,1,0,0,0,1,0,NA,2.9700000286102295,0
1,1,0,0,0,4.5,16,5.050000190734863,16,15,12.5,1,0,0,0,1,0,2.9200000762939453,2.9600000381469727,0
1,1,0,0,0,4.75,16,5.050000190734863,16,13,12.5,1,0,0,0,1,0,2.9200000762939453,2.9099998474121094,0
1,1,0,0,0,4.25,16,5.050000190734863,15,10,10,1,0,0,0,1,0,2.9200000762939453,4.019999980926514,0
0,1,0,0,0,4.75,12.5,5.050000190734863,11.5,17,13.5,1,0,0,0,0,1,2.7899999618530273,2.7899999618530273,0
0,1,0,0,0,4.550000190734863,11.5,5.099999904632568,11.5,17,16,1,0,0,0,0,1,2.759999990463257,2.7899999618530273,0
0,1,0,0,0,4.800000190734863,16,5.050000190734863,16,20.5,23.5,1,0,0,0,0,1,2.819999933242798,4.53000020980835,0
0,0,0,0,0,4.75,16.5,5.050000190734863,18,15.5,NA,1,0,1,0,0,0,2.9600000381469727,2.929999828338623,0
1,0,0,0,0,4.25,16,5.050000190734863,16,19.5,34,1,0,1,0,0,0,2.950000047683716,2.9700000286102295,0
1,0,0,0,0,4.349999904632568,17,5.050000190734863,16,30.5,32.5,1,0,0,0,1,0,3.1399998664855957,3.1499998569488525,0
0,0,0,0,0,4.5,17,5.050000190734863,24,23,21.5,1,0,0,0,1,0,4.779999732971191,3.739999771118164,0
1,0,0,0,0,4.389999866485596,17,5.050000190734863,18,13,20,1,0,0,0,1,0,3.5999999046325684,3.7300000190734863,0
1,0,0,0,0,4.25,18,5.199999809265137,24,30.25,43.5,1,0,0,0,1,0,3.440000057220459,NA,0
0,0,0,0,0,4.25,11.5,5.050000190734863,11.5,18,17.5,1,0,0,0,0,1,3.760000228881836,3.929999828338623,0
0,1,0,0,0,4.25,11,5.050000190734863,10,10,7,1,0,1,0,0,0,3.2100000381469727,3.3299999237060547,0
0,1,0,0,0,4.5,15,5.050000190734863,15,19.5,NA,1,0,1,0,0,0,2.929999828338623,2.9000000953674316,0
0,1,0,0,0,4.619999885559082,15,5.25,16,17,22,1,0,1,0,0,0,2.9200000762939453,2.7300000190734863,0
1,1,0,0,0,4.619999885559082,16,5.050000190734863,16,25.5,22,1,0,1,0,0,0,2.8499999046325684,2.929999828338623,0
0,1,0,0,0,4.25,12,5.050000190734863,10.5,6,7,1,0,1,0,0,0,3.1100001335144043,3.359999895095825,0
0,1,0,0,0,4.75,12,5.050000190734863,11.5,11.5,14,1,0,0,1,0,0,4.819999694824219,4.650000095367432,0
0,1,0,0,0,4.619999885559082,12.5,5.050000190734863,11.5,8.5,27,1,0,0,1,0,0,5.860000133514404,4.28000020980835,0
1,1,0,0,0,4.75,16,5.050000190734863,15,18.5,18.5,1,0,0,0,1,0,3.1399998664855957,2.9099998474121094,0
1,1,0,0,0,4.5,15,5.050000190734863,15,15.5,11.5,1,0,0,0,1,0,2.940000057220459,3.0399999618530273,0
0,0,1,0,0,4.25,15,5.050000190734863,15,14.25,16,1,0,1,0,0,0,2.7200000286102295,2.7799999713897705,0
0,1,0,0,0,4.5,15,5.050000190734863,16,38,25,1,0,1,0,0,0,2.8600001335144043,2.940000057220459,0
1,1,0,0,0,4.869999885559082,17,5.050000190734863,17,24.75,30.5,1,0,1,0,0,0,2.9200000762939453,NA,0
1,1,0,0,0,4.25,16,5.050000190734863,16,23,11.5,1,0,1,0,0,0,2.859999895095825,2.8499999046325684,0
0,1,0,0,0,4.25,14.5,5.050000190734863,16,24,25.5,1,0,1,0,0,0,2.759999990463257,2.7300000190734863,0
1,1,0,0,0,4.619999885559082,9.5,5.050000190734863,11,7.5,9.5,1,0,0,1,0,0,4.029999732971191,4.059999942779541,0
1,1,0,0,0,4.75,10.5,5.050000190734863,12,15,11.5,1,0,0,1,0,0,4.029999732971191,4.119999885559082,0
1,1,0,0,0,4.25,10,NA,11,9.25,12,1,0,0,1,0,0,NA,NA,0
1,0,1,0,0,4.25,10.5,NA,NA,11.25,0,1,0,0,0,1,0,3.0299999713897705,NA,1
1,1,0,0,0,4.75,16,5.050000190734863,17,16.5,17,1,0,0,0,1,0,3.0899999141693115,2.9099998474121094,0
1,1,0,0,0,4.25,16,5.050000190734863,16,18.75,24,1,0,0,0,1,0,2.869999885559082,2.75,0
1,0,0,0,0,4.75,11.5,NA,NA,13.5,NA,1,0,0,0,1,0,3.0199999809265137,2.7899999618530273,0
1,1,0,0,0,4.369999885559082,16,5.050000190734863,16,21.75,NA,1,0,0,0,1,0,2.870000123977661,2.9099998474121094,0
0,0,1,0,0,4.869999885559082,11.5,NA,11.5,13.5,13.5,1,0,0,0,0,1,2.819999933242798,2.740000009536743,0
1,1,0,0,0,4.25,15,5.050000190734863,16,15,17,1,0,1,0,0,0,2.690000057220459,2.740000009536743,0
0,1,0,0,0,4.25,15,5.050000190734863,16,17.5,28,1,0,1,0,0,0,2.7899999618530273,2.740000009536743,0
0,1,0,0,0,4.25,16,5.050000190734863,16,17.5,21.5,1,0,1,0,0,0,2.7799999713897705,2.75,0
0,1,0,0,0,4.25,12.5,5.050000190734863,12.5,NA,30,1,0,0,1,0,0,4.320000171661377,4.320000171661377,0
0,1,0,0,0,4.25,12.5,5.199999809265137,12.5,15.5,19.5,1,0,0,1,0,0,4.309999942779541,4.240000247955322,0
0,1,0,0,0,4.25,12,5.050000190734863,12.5,16.5,20,1,0,0,1,0,0,4.25,4.320000171661377,0
0,1,0,0,0,4.5,11.5,5.050000190734863,11.5,13.5,14.5,1,0,0,0,1,0,2.559999942779541,2.5399999618530273,0
0,1,0,0,0,4.25,12.5,5.050000190734863,11.5,13,14.5,1,0,0,0,0,1,2.700000047683716,2.799999952316284,0
1,0,0,0,0,4.349999904632568,15,NA,NA,11.5,0,1,0,1,0,0,0,3.3999998569488525,NA,1
0,0,0,0,0,4.849999904632568,16,5.050000190734863,16,29.049999237060547,31.5,1,0,1,0,0,0,2.9600000381469727,NA,0
0,0,0,0,0,4.5,14,5.050000190734863,14,13,11.5,1,0,1,0,0,0,2.859999895095825,3.2699999809265137,0
0,0,0,0,0,4.25,14,5.050000190734863,14,18,20,1,0,1,0,0,0,2.9600000381469727,2.940000057220459,0
0,0,0,0,0,4.619999885559082,16,5.050000190734863,16,30,34,1,0,1,0,0,0,3.069999933242798,3.179999828338623,0
0,0,0,0,0,4.5,16,5.050000190734863,16,20.5,25,1,0,1,0,0,0,2.9600000381469727,2.929999828338623,0
0,0,0,0,0,4.5,16,5.050000190734863,16,10,10,1,0,1,0,0,0,3.049999952316284,3.2199997901916504,0
0,0,0,0,0,4.650000095367432,16,5.050000190734863,16,NA,18,1,0,1,0,0,0,2.9600000381469727,2.989999771118164,0
0,0,0,0,0,4.25,17,5.050000190734863,17,26,25,1,0,1,0,0,0,NA,2.7899999618530273,0
0,0,0,0,0,4.25,17,5.050000190734863,17,12.5,23,1,0,1,0,0,0,2.9600000381469727,2.9499998092651367,0
0,0,0,0,0,4.25,10,5.050000190734863,10,19.5,17.5,1,0,0,1,0,0,4.779999732971191,4.739999771118164,0
1,0,0,0,0,4.619999885559082,11,5.25,11,12,23,1,0,0,1,0,0,5.210000038146973,5.170000076293945,0
1,0,0,0,0,4.869999885559082,17,5.400000095367432,16,36,26,1,0,0,0,1,0,4.470000267028809,3.2100000381469727,0
1,0,0,0,0,4.25,17,5.050000190734863,17,21,16.5,1,0,0,0,1,0,3.1999998092651367,4.339999675750732,0
1,0,0,0,0,4.75,17,5.050000190734863,17,24.5,35.5,1,0,0,0,1,0,3.239999771118164,3.2199997901916504,0
1,0,0,0,0,4.869999885559082,17,5.050000190734863,16,20,31,1,0,0,0,1,0,3.429999828338623,3.3899998664855957,0
1,0,0,0,0,4.5,17,5.050000190734863,16,26.5,23,1,0,0,0,1,0,3.319999933242798,3.2300000190734863,0
0,0,0,0,0,4.25,16,5.050000190734863,16,15,22.5,1,0,0,0,1,0,3.1599998474121094,3.2199997901916504,0
1,0,0,0,0,4.75,16,5.050000190734863,15,19,21.5,1,0,0,0,1,0,3.1999998092651367,3.2100000381469727,0
1,0,0,0,0,4.320000171661377,17,5.050000190734863,16,17.5,12,1,0,0,0,1,0,3.1999998092651367,3.179999828338623,0
0,0,0,0,0,4.25,16,5.050000190734863,16,20.5,20.5,1,0,1,0,0,0,3.179999828338623,3.180000066757202,0
0,0,0,0,0,4.5,16,5.050000190734863,16,21,25,1,0,1,0,0,0,3.2699999809265137,3.1700000762939453,0
0,0,1,0,0,4.5,11,5.050000190734863,11,10.5,8.5,1,0,0,1,0,0,4.420000076293945,4.840000152587891,0
0,0,0,0,0,4.25,17,5.050000190734863,17,23,13,1,0,1,0,0,0,3.1999998092651367,3.1700000762939453,0
0,0,0,0,0,4.25,16,5.050000190734863,16,23,21.5,1,0,1,0,0,0,3.119999885559082,3.2300000190734863,0
0,0,0,0,0,4.25,16,5.050000190734863,16,29,23,1,0,1,0,0,0,2.950000047683716,2.989999771118164,0
1,0,0,0,0,4.25,16,5.050000190734863,16,21,25.5,1,0,1,0,0,0,3.059999942779541,3.200000047683716,0
0,0,0,0,0,4.25,15,5.050000190734863,16,41.5,21.5,1,0,1,0,0,0,2.549999952316284,2.5199999809265137,0
1,0,0,0,0,4.25,11,5.050000190734863,11,12,9.5,1,0,0,1,0,0,4.25,4.420000076293945,0
1,0,0,0,0,4.619999885559082,13,5.050000190734863,13,33,36.5,1,0,0,1,0,0,4.25,4.210000038146973,0
0,0,0,0,0,4.75,11,5.050000190734863,11,6.5,16,1,0,0,1,0,0,4.25,4.170000076293945,0
1,0,0,0,0,4.949999809265137,12,5.25,11,9,23.75,1,0,0,1,0,0,4.25,4.210000038146973,0
1,0,0,0,0,4.75,11,5.25,14,9.75,17.5,1,0,0,1,0,0,4.25,4.309999942779541,0
1,0,0,0,0,4.25,19,5.050000190734863,18,24.5,20.5,1,0,0,0,1,0,3.2599997520446777,3.2100000381469727,0
0,0,0,0,0,4.75,12.5,5.050000190734863,12.5,14,20.5,1,0,0,0,0,1,4.069999694824219,4.269999980926514,0
0,0,0,0,0,4.619999885559082,12.5,5.139999866485596,12.5,19.5,25,1,0,0,0,0,1,3.0999999046325684,4.049999713897705,0
